"sequencial_candidato","nome","numero_cadidato","UF","partido","setor_economico_receita","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos/comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","setor_economico_despesa","cargo","idade","sexo","grau","estado_civil"
"250000003067","ALEXANDRE MORATO DE SALES",5187,"SP","PEN","Atividades de organizações políticas",2,2,745,372.5,145,NA,NA,NA,600,1369,2,2,745,372.5,"Atividades de organizações políticas","DEPUTADO FEDERAL",32,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"50000000120","ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO",1410,"BA","PTB","Atividades de organizações políticas",45,6,1293228.98,28738.4217777778,10941.98,1149487,NA,30000,102800,159840,256,41,1293129.63,5051.2876171875,"Edição de cadastros, listas e outros produtos gráficos","DEPUTADO FEDERAL",45,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"230000000176","ALAN SOUSA ANDRADE",3313,"RR","PMN","Atividades de organizações políticas",9,4,32024.51,3558.27888888889,NA,27494.51,4500,NA,30,2676,9,5,32012.91,3556.99,"Atividades de organizações políticas","DEPUTADO FEDERAL",33,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"100000000117","ANTONIO DA CONCEIÇÃO COSTA FERREIRA",2014,"MA","PSC","#NULO",21,13,244468.75,11641.369047619,50000,139318.75,26650,NA,28500,22862,91,36,244336.05,2685.01153846154,"#NULO","DEPUTADO FEDERAL",75,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"210000000252","LUIS AMARO PRESTES DE OLIVEIRA",2020,"RS","PSC","#NULO",12,6,9328,777.333333333333,NA,NA,8078,NA,1250,20909,34,20,9328,274.352941176471,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",42,"MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)"
"250000001270","PAULO ROBERTO GOMES MANSUR",1044,"SP","PRB","Atividades de organizações políticas",28,8,1889061.88,67466.4957142857,946620.24,NA,50022,730000,162419.64,31301,1872,1129,1889061.88,1009.11425213675,"#NULO","DEPUTADO FEDERAL",63,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"240000000470","LUCAS DE OLIVEIRA",4520,"SC","PSDB","#NULO",12,5,36914.05,3076.17083333333,671.05,NA,30243,NA,6000,13191,56,30,36914.05,659.179464285714,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",33,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"190000001842","REGINA ANGELA RISSI",2275,"RJ","PR","Atividades de organizações políticas",4,3,4725,1181.25,2400,2125,200,NA,NA,560,4,3,4725,1181.25,"Atividades de organizações políticas","DEPUTADO FEDERAL",54,"FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"130000000371","MAURICIO VALLE SALLES",4345,"MG","PV","Atividades de organizações políticas",3,3,4630.6,1543.53333333333,270.6,4000,360,NA,NA,567,3,3,4630.6,1543.53333333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",65,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"190000002932","MARCELO DOS SANTOS MONTEIRO",4356,"RJ","PV","#NULO",4,3,1762,440.5,270,NA,1492,NA,NA,2546,4,3,1942,485.5,"Impressão de material para outros usos","DEPUTADO FEDERAL",54,"MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"250000000109","CLAUDIO ROBERTO NAVA",1777,"SP","PSL","#NULO",7,5,16195,2313.57142857143,35,2060,4500,NA,9600,3374,20,11,88209,4410.45,"Comércio varejista de outros produtos não especificados anteriormente","DEPUTADO FEDERAL",51,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000001314","ANTONIO OLIBONI",2020,"MG","PSC","Atividades de organizações políticas",39,8,1457680,37376.4102564103,NA,848200,480,69000,540000,37136,1039,319,1656347.49,1594.17467757459,"#NULO","DEPUTADO FEDERAL",57,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"250000002402","LIRO DE SOUSA MAIA",1416,"SP","PTB","#NULO",19,6,45593.95,2399.68157894737,1250.2,22343.75,9000,NA,13000,4755,49,22,45593.95,930.488775510204,"#NULO","DEPUTADO FEDERAL",58,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"210000000673","VERLANE SCHERER JURIQUE",4511,"RS","PSDB","Atividades de organizações políticas",6,3,9652.7,1608.78333333333,2900,6250,502.7,NA,NA,2640,11,8,9652.7,877.518181818182,"Atividades de organizações políticas","DEPUTADO FEDERAL",52,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"120000000118","MARIA AUXILIADORA MARTINS",4033,"MS","PSB","Atividades de organizações políticas",5,1,19150,3830,19150,NA,NA,NA,NA,257,12,6,19122.84,1593.57,"#NULO","DEPUTADO FEDERAL",44,"FEMININO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"20000000159","JOSÉ FRANCISCO DE LIMA",2500,"AL","DEM","Atividades de organizações políticas",6,2,4308.94,718.156666666667,3069.04,NA,NA,NA,1239.9,2273,6,3,4308.94,718.156666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",60,"MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)"
"60000000784","FRANCISCO DAS CHAGAS ALCANTARA MACEDO",1111,"CE","PP","#NULO",10,3,38000,3800,NA,NA,11000,NA,27000,8453,39,9,37850.21,970.518205128205,"Comércio varejista de ferragens e ferramentas","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"210000000044","LUCAS BONI MAROSTICA",5050,"RS","PSOL","#NULO",12,5,12831.75,1069.3125,NA,NA,10031.75,NA,2800,5806,26,8,12795.62,492.139230769231,"#NULO","DEPUTADO FEDERAL",24,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"60000001051","VALMIR DOS SANTOS SILVA",5556,"CE","PSD","#NULO",6,6,3750,625,NA,NA,3700,NA,50,986,12,12,3748.4,312.366666666667,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",46,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"250000003112","DEJAIR DIAS DA SILVA",5191,"SP","PEN","Atividades de organizações políticas",16,7,15045.36,940.335,1385,NA,10460.36,NA,3200,2117,22,11,15045.36,683.88,"Atividades de organizações políticas","DEPUTADO FEDERAL",41,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"250000001845","CILENE GADELHA BERNARDINO",1622,"SP","PSTU","Atividades de organizações políticas",6,1,642.63,107.105,NA,642.63,NA,NA,NA,112,6,1,642.63,107.105,"Atividades de organizações políticas","DEPUTADO FEDERAL",42,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"80000000011","DESYREE CORREA",6577,"ES","PC do B","Atividades de organizações políticas",7,4,5213.75,744.821428571429,3913.75,NA,1300,NA,NA,370,7,6,5213.75,744.821428571429,"Atividades de organizações políticas","DEPUTADO FEDERAL",30,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"190000000944","LUCILAINE DOS SANTOS BARRETO",4565,"RJ","PSDB","Atividades de organizações políticas",2,1,400,200,NA,400,NA,NA,NA,686,2,1,400,200,"Atividades de organizações políticas","DEPUTADO FEDERAL",21,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"20000000474","JAILTON SANTOS COSTA",2880,"AL","PRTB","#NULO",3,2,5530,1843.33333333333,NA,1000,NA,NA,4530,3227,5,2,5530,1106,"Impressão de material para outros usos","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"170000000508","PAULO SAVIO DE ALMEIDA JUNIOR",2727,"PE","PSDC","#NULO",14,8,42917.62,3065.54428571429,NA,8837.62,7300,10380,16400,3727,16,10,42917.62,2682.35125,"Atividades de organizações políticas","DEPUTADO FEDERAL",27,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"20000000482","MEIRE ROSE NUNES ALVES",2299,"AL","PR","#NULO",2,2,2224,1112,NA,NA,2224,NA,NA,80,2,2,2224,1112,"#NULO","DEPUTADO FEDERAL",37,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"190000000724","WALLACE MACEDO NICOTTE",7007,"RJ","PT do B","#NULO",3,3,2630,876.666666666667,1125,NA,500,NA,1005,2717,3,3,2625,875,"Atividades de contabilidade","DEPUTADO FEDERAL",46,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000003049","JORGE ANTONIO COELHO DE MELLO",5199,"SP","PEN","#NULO",37,22,46883.54,1267.1227027027,14083.54,NA,19400,10400,3000,7688,62,27,46883.54,756.186129032258,"#NULO","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000001890","LUIZ FERNANDO VAZ",2221,"RJ","PR","#NULO",10,6,13690,1369,NA,NA,10000,NA,3690,5051,16,9,13675.5,854.71875,"#NULO","DEPUTADO FEDERAL",62,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000661","JOAO CARLOS BACELAR BATISTA",1919,"BA","PTN","#NULO",55,36,382654,6957.34545454545,500,105056,87098,30000,160000,95158,129,29,382648.23,2966.26534883721,"#NULO","DEPUTADO FEDERAL",57,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"190000001925","JORGE EDUARDO ALVES",3179,"RJ","PHS","Atividades de organizações políticas",4,3,7130,1782.5,1130,NA,6000,NA,NA,220,4,3,7130,1782.5,"Atividades de organizações políticas","DEPUTADO FEDERAL",55,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"260000000174","CRISTOVAO JOSE FONTES DE SOUSA JUNIOR",1212,"SE","PDT","Atividades de organizações políticas",3,2,10450,3483.33333333333,250,10200,NA,NA,NA,1621,22,6,11913.41,541.518636363636,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",43,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"120000000116","CARLOS EDUARDO XAVIER MARUN",1515,"MS","PMDB","Atividades de organizações políticas",51,22,1624641,31855.7058823529,175650,650000,28500,750000,20491,91816,646,255,1624640.97,2514.92410216718,"#NULO","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000137","ELISANGELA DOS SANTOS ARAUJO",1334,"BA","PT","Atividades de organizações políticas",103,17,190782.5,1852.2572815534,24482.5,10000,31300,115000,10000,31503,148,23,191057.54,1290.92932432432,"Atividades de organizações políticas","DEPUTADO FEDERAL",41,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)"
"250000000110","CLEBER ADRIANO DE FARIA",3677,"SP","PTC","Atividades de organizações políticas",4,4,1576.25,394.0625,731.25,145,700,NA,NA,718,4,4,1576.25,394.0625,"#NULO","DEPUTADO FEDERAL",46,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000342","BRAZ PAULINO DA SILVA",1713,"RJ","PSL","#NULO",9,6,18776.72,2086.30222222222,1357.5,NA,7315,NA,10100,1231,20,10,18776.72,938.836,"#NULO","DEPUTADO FEDERAL",71,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)"
"250000000112","DANIEL CALDEIRA MATEUS",1717,"SP","PSL","#NULO",5,5,62000,12400,NA,NA,29000,33000,NA,4510,36,9,62000,1722.22222222222,"Comércio varejista de artigos de papelaria","DEPUTADO FEDERAL",63,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"100000000276","DOMINGOS BARBOSA CAMPELO",1244,"MA","PDT","#NULO",1,1,3500,3500,NA,NA,NA,NA,3500,302,1,1,3500,3500,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos","DEPUTADO FEDERAL",57,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000002130","HENRI HAJIME SATO",1513,"SP","PMDB","Atividades de organizações políticas",14,4,19301.48,1378.67714285714,NA,13801.48,2500,3000,NA,3756,16,6,19301.48,1206.3425,"Atividades de organizações políticas","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"190000000650","ANTONIO CARLOS SALES DA SILVA",4002,"RJ","PSB","#NULO",3,2,1185,395,NA,NA,235,NA,950,1008,10,3,1162.45,116.245,"Impressão de material para uso publicitário","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"130000001178","CLESIO MUCIO DRUMOND FILHO",4003,"MG","PSB","Atividades de organizações políticas",14,5,6795,485.357142857143,4335,NA,NA,400,2060,2217,15,8,6795,453,"Atividades de organizações políticas","DEPUTADO FEDERAL",23,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"80000000185","LORRAYNE SILVEIRA DOS SANTOS",1444,"ES","PTB","Atividades de organizações políticas",2,1,1305,652.5,NA,NA,NA,1305,NA,250,2,2,1300,650,"#NULO","DEPUTADO FEDERAL",23,"FEMININO","ENSINO MÉDIO INCOMPLETO","CASADO(A)"
"90000000307","MARCELO DE OLIVEIRA",2014,"GO","PSC","#NULO",16,3,61006.91,3812.931875,1040.4,NA,8000,NA,51966.51,12944,39,18,61006.91,1564.27974358974,"#NULO","DEPUTADO FEDERAL",41,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"150000000213","WASHINGTON JOSÉ PESSOA FURTADO RODRIGUES DINIZ",4322,"PB","PV","Atividades de organizações políticas",9,2,5083.25,564.805555555556,4873.25,NA,NA,NA,210,1068,9,2,5073.25,563.694444444444,"Atividades de organizações políticas","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000594","WILSON SIMÕES LUZ",1388,"RJ","PT","#NULO",10,2,22944.22,2294.422,NA,3500,NA,NA,19444.22,181,24,10,22944.18,956.0075,"#NULO","DEPUTADO FEDERAL",73,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"210000000676","CARLOS EDUARDO SZULCSEWSKI",4550,"RS","PSDB","#NULO",70,61,219253,3132.18571428571,15000,26852,118200,15000,44201,22839,89,27,219021.76,2460.91865168539,"Impressão de material para outros usos","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"150000000029","MARIA JANETE GUEDES BELARMINO",5001,"PB","PSOL","#NULO",2,2,480,240,NA,NA,480,NA,NA,95,2,2,480,240,"#NULO","DEPUTADO FEDERAL",54,"FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)"
"60000000088","MARIGISA LIMA DA PAZ",4005,"CE","PSB","Atividades de organizações políticas",9,2,30585.34,3398.37111111111,10887.82,19697.52,NA,NA,NA,446,13,5,30585.34,2352.71846153846,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"210000000620","MARIA DE FATIMA POLITO IVANOFF",2324,"RS","PPS","#NULO",1,1,200,200,NA,NA,NA,NA,200,530,1,1,199,199,"Impressão de material para uso publicitário","DEPUTADO FEDERAL",24,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"240000000067","JOÃO OTÁVIO CARDOSO AMANTE",5050,"SC","PSOL","Atividades de organizações políticas",1,1,114.5,114.5,114.5,NA,NA,NA,NA,937,1,1,114.5,114.5,"Atividades de organizações políticas","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"250000002135","JOSÉ CARLOS OCTAVIANI",1520,"SP","PMDB","Atividades de organizações políticas",62,24,124738.81,2011.91629032258,38433.16,6181.24,25224.41,54900,NA,34981,86,28,124738.81,1450.45127906977,"Atividades de organizações políticas","DEPUTADO FEDERAL",55,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000001852","ELSE ANGELICA FELIPE DE PAULA",1651,"SP","PSTU","Atividades de organizações políticas",15,3,1238.54,82.5693333333333,672.95,565.59,NA,NA,NA,160,15,3,1238.54,82.5693333333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",30,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"250000002430","MARIA DO CARMO ROCHA MENDOZA",1403,"SP","PTB","Atividades de organizações políticas",8,4,6576,822,3732.25,2343.75,500,NA,NA,594,12,9,6553.16,546.096666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",55,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"50000000676","ARTHUR DE OLIVEIRA MAIA DA SILVA",7712,"BA","SD","Atividades de organizações políticas",37,17,3793210,102519.189189189,1e+05,2123210,NA,1570000,NA,95698,316,144,3792396.11,12001.2535126582,"#NULO","DEPUTADO FEDERAL",50,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000001885","JUVENIL REIS DOS SANTOS",2240,"RJ","PR","Atividades de organizações políticas",5,4,415200,83040,NA,4e+05,15100,100,NA,6718,453,189,415200,916.556291390728,"#NULO","DEPUTADO FEDERAL",64,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000002987","JOAO AUGUSTO BARBOSA DE LIMA",4422,"SP","PRP","Atividades de organizações políticas",3,3,532.5,177.5,132.5,NA,NA,NA,400,2923,6,5,572.4,95.4,"#NULO","DEPUTADO FEDERAL",74,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"60000000665","JOSÉ FERREIRA DA SILVA JÚNIOR",2828,"CE","PRTB","#NULO",3,3,2005.51,668.503333333333,557.51,NA,1448,NA,NA,453,3,3,2005.51,668.503333333333,"#NULO","DEPUTADO FEDERAL",50,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"190000001494","EDSON LOPES DO NASCIMENTO",2000,"RJ","PSC","Atividades de organizações políticas",7,1,5055,722.142857142857,5055,NA,NA,NA,NA,1408,7,1,5055,722.142857142857,"Atividades de organizações políticas","DEPUTADO FEDERAL",67,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"210000000621","RUY ENGLER NORONHA DE MELLO",2323,"RS","PPS","#NULO",14,13,59433.52,4245.25142857143,27000,NA,32433.52,NA,NA,2329,45,23,59433.52,1320.74488888889,"#NULO","DEPUTADO FEDERAL",66,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000964","NATHALIE POSSETTI SARPE",4313,"SP","PV","Impressão de material para uso publicitário",12,6,73622.7,6135.225,284,NA,5000,68338.7,NA,2044,36,13,73621.5,2045.04166666667,"#NULO","DEPUTADO FEDERAL",21,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000001245","JOSIMAR PERES SALES",1034,"SP","PRB","#NULO",16,10,9586.74,599.17125,3329.24,NA,4157.5,NA,2100,1236,28,11,9477.24,338.472857142857,"#NULO","DEPUTADO FEDERAL",27,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"250000002397","JAIRO FERREIRA DA SILVA",1485,"SP","PTB","Atividades de organizações políticas",6,4,3569.35,594.891666666667,725.6,2343.75,500,NA,NA,599,6,4,3569.35,594.891666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",36,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001339","MARISA RITA RIELLO DEPPMAN",4516,"SP","PSDB","#NULO",7,5,3190,455.714285714286,290,NA,2200,700,NA,19426,8,6,3188.4,398.55,"Comércio varejista especializado de equipamentos de telefonia e comunicação","DEPUTADO FEDERAL",51,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"50000000848","ELIONAI FERREIRA SANTOS",2829,"BA","PRTB","#NULO",1,1,1200,1200,NA,NA,NA,NA,1200,444,3,1,1200,400,"Impressão de livros, revistas e outras publicações periódicas","DEPUTADO FEDERAL",40,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"190000002180","CRISTIANO APOLINÁRIO LOPES",2760,"RJ","PSDC","Atividades de organizações políticas",9,3,4019,446.555555555556,3295,NA,724,NA,NA,267,9,3,4019,446.555555555556,"Atividades de organizações políticas","DEPUTADO FEDERAL",31,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"60000000776","ANTÔNIA AURENI DE CARVALHO ALBUQUERQUE",1090,"CE","PRB","Atividades de organizações políticas",7,5,15397.51,2199.64428571429,10407.51,NA,4800,NA,190,979,19,11,15391.91,810.100526315789,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário","DEPUTADO FEDERAL",45,"FEMININO","SUPERIOR INCOMPLETO","CASADO(A)"
"50000000545","JACIÁRA ZÓZIMA DE OLIVEIRA SANTANA CHAGAS PARAISO",3604,"BA","PTC","Atividades de organizações políticas",1,1,228,228,NA,228,NA,NA,NA,71,1,1,228,228,"Atividades de organizações políticas","DEPUTADO FEDERAL",52,"FEMININO","SUPERIOR INCOMPLETO","CASADO(A)"
"100000000493","MARIA DAS NEVES CARDIAS SOUSA",1711,"MA","PSL","#NULO",4,3,3607.05,901.7625,2107.05,NA,1500,NA,NA,513,4,3,3607.05,901.7625,"#NULO","DEPUTADO FEDERAL",54,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000001171","TILDEN JOSÉ SANTIAGO",4004,"MG","PSB","#NULO",18,13,277130.94,15396.1633333333,NA,52400,9450,215280.94,NA,4323,340,232,319030.96,938.326352941176,"#NULO","DEPUTADO FEDERAL",74,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"140000001051","JULIA MARIA GODINHO DA CRUZ MARINHO",2020,"PA","PSC","Atividades de organizações políticas",24,12,142203.33,5925.13875,108313.33,NA,24000,3890,6000,86949,128,39,142203.33,1110.963515625,"#NULO","DEPUTADO FEDERAL",54,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"250000002100","LUIZ CARLOS CALDERONI",1568,"SP","PMDB","Atividades de organizações políticas",28,7,48754.27,1741.22392857143,37754.27,NA,10000,NA,1000,7551,38,12,48754.27,1283.00710526316,"Atividades de organizações políticas","DEPUTADO FEDERAL",52,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000002984","FRANCISCO CARLOS LIMA DOS SANTOS",4490,"SP","PRP","Atividades de organizações políticas",2,1,350,175,350,NA,NA,NA,NA,998,3,2,530,176.666666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"60000000590","MARCELO DA SILVA MATOS",2014,"CE","PSC","#NULO",1,1,50,50,NA,NA,50,NA,NA,2250,1,1,50,50,"#NULO","DEPUTADO FEDERAL",35,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"230000000177","ALMIR MORAIS SA",2777,"RR","PSDC","#NULO",7,3,175452.51,25064.6442857143,NA,120372.51,NA,NA,55080,3358,89,47,175452.51,1971.37651685393,"#NULO","DEPUTADO FEDERAL",61,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001798","VALDIR APARECIDO FUMIS",5047,"SP","PSOL","#NULO",3,3,1050,350,NA,NA,450,NA,600,2724,13,4,1050,80.7692307692308,"Serviços de pré-impressão","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000000625","JEANNE D ARC FERNANDES GUEDES",1379,"RJ","PT","Atividades de organizações políticas",12,2,2420.02,201.668333333333,2420.02,NA,NA,NA,NA,328,14,4,2420.02,172.858571428571,"Atividades de organizações políticas","DEPUTADO FEDERAL",63,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"40000000601","CARLOS RENÊ DE SOUZA FERNANDES",4040,"AM","PSB","Atividades de organizações políticas",11,4,23377.8,2125.25454545455,8607.8,NA,250,NA,14520,49275,11,4,23377.8,2125.25454545455,"Atividades de organizações políticas","DEPUTADO FEDERAL",36,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000004068","IZAMAR NUNES DA SILVA",2730,"SP","PSDC","Atividades de organizações políticas",2,2,752,376,752,NA,NA,NA,NA,535,2,2,752,376,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)"
"130000000883","MARIA MARGARIDA MARTINS SALOMÃO",1314,"MG","PT","#NULO",54,45,310992.86,5759.12703703704,12156.53,150751.33,50760,44725,52600,78973,305,251,310785.81,1018.96986885246,"#NULO","DEPUTADO FEDERAL",64,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000003102","PAULO RAMOS DO NASCIMENTO",3176,"RJ","PHS","#NULO",7,4,11908.3,1701.18571428571,888,NA,6000,NA,5020.3,449,13,7,11878.6,913.738461538462,"#NULO","DEPUTADO FEDERAL",72,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"190000001451","NORBERTO JOSE FERREIRA",1158,"RJ","PP","Atividades de organizações políticas",4,3,3473,868.25,2025,NA,724,724,NA,546,4,3,3473,868.25,"Atividades de organizações políticas","DEPUTADO FEDERAL",58,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"130000001327","RUTE DE OLIVEIRA SOUZA",2034,"MG","PSC","#NULO",2,2,480,240,NA,NA,480,NA,NA,85,2,2,480,240,"#NULO","DEPUTADO FEDERAL",69,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","VIÚVO(A)"
"120000000006","EDERLON FERRA CORREIA",1616,"MS","PSTU","Atividades de organizações políticas",14,6,1199.71,85.6935714285714,NA,469.71,480,NA,250,1083,14,6,1199.71,85.6935714285714,"Atividades de organizações políticas","DEPUTADO FEDERAL",39,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"190000000327","JONAS DE OLIVEIRA",7755,"RJ","SD","Atividades de organizações políticas",8,3,2420,302.5,1120,NA,NA,NA,1300,1688,11,5,6765,615,"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","DEPUTADO FEDERAL",59,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000003663","DINA MARA ZACARIAS DA COSTA",1449,"SP","PTB","Atividades de organizações políticas",9,4,11576,1286.22222222222,8732.25,2343.75,500,NA,NA,120,23,16,11576,503.304347826087,"#NULO","DEPUTADO FEDERAL",55,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"130000001159","RICARDO FERNANDO PEDROSA",5123,"MG","PEN","#NULO",8,2,7687,960.875,NA,NA,NA,500,7187,8710,48,12,7687,160.145833333333,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",38,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"160000000466","PAULO SALAMUNI",4343,"PR","PV","Atividades de organizações políticas",29,12,157112.21,5417.6624137931,18495.75,896.46,28920,4900,103900,15482,171,49,157019.9,918.245029239766,"#NULO","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"240000000716","JOÃO ALBERTO PIZZOLATTI NETO",1111,"SC","PP","Atividades de organizações políticas",4,2,378000,94500,NA,378000,NA,NA,NA,6859,81,29,377400.78,4659.26888888889,"#NULO","DEPUTADO FEDERAL",29,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
